Validacao-humana,Base-sentimento,Stev-sentimento,cidade,texto_limpo
NEGATIVO,NEGATIVO,NEGATIVO,Rio de Janeiro,"O barato realmente sai caro. Neste caso custou a nossa satisfação. Optamos pelo valor mais em conta e nos enganamos com as fotos e alguns comentários de usuários. O apartamento é realmente muito pequeno, embora tenha sido reformado, a decoração foi feita com materiais de segunda/terceira linha. Não tem uma área/espaço apropriado para fazer as refeições, o balcão destinado a isso é muito pequeno e estreito, sendo assim impossível fazer as refeições confortavelmente. A cozinha não é bem equipada. O chuveiro corta o fluxo de água durante o banho, além do forte cheiro de urina vindo da área ao redor do vaso sanitário, deve ter algum vazamento. O aquecedor de água, apesar de aparentemente parecer estar bem instalado foi uma constante fonte de preocupação, pois fica no mesmo ambiente do quarto a apenas uns metros da cama. Na minha humilde opinião quem aprovou a instalação deveria ser processado, mas neste país. . . enfim. O prédio parece ser bem antigo, os elevadores são tenebrosos, dia e noite muito barulho vindo principalmente da rua. Infelizmente fomos importunados por uma pessoa, que mais tarde descobri ser o filho da Sra. Ana Lúcia. Os pontos positivos foram o atendimento da Sra. Ana Lúcia, não tenho reclamação da sua pessoa, pelo contrário. O check-in foi muito fácil, e, surpresa surpresa, a internet que além de ser veloz, não ""caiu"" nem uma vez sequer. Assumo minha parte de culpa pela escolha errada, portanto não culpo necessariamente a Sra. Ana Lúcia, apenas fiz uma má escolha. Nas linhas acima apenas tentei descrever o que mais nos deixou insatisfeitos, sem nenhuma intenção de ofender a quem quer que seja, e sim alertar os futuros clientes."
NEUTRO,NEGATIVO,NEGATIVO,Rio de Janeiro,"O prédio possui uma excelente localização. Uma quadra da praia. A anfitriã é muito boa, mas algumas coisas no apartamento deixam a desejar. As toalhas não são boas , a cozinha precisava de mais utensílios, o apartamento é mais antigo do que pensávamos . A piscina está com restrição de uso pois o prédio está em reforma, é isso só foi informado na véspera da viagem. O prédio tem estrutura ótima de piscina e academia."
NEGATIVO,POSITIVO,NEGATIVO,Rio de Janeiro,Barulho de uma bomba d’água a noite inteira
NEGATIVO,NEGATIVO,NEGATIVO,Rio de Janeiro,"A Suellen desde o início foi gentil, educada e prestativa. Porém tanta gentileza não abona que o quarto parecia maior nas fotos e quando chegamos, as camas eram coladas umas nas outras. O banheiro era muito apertado, pra tomar banho molhava o banheiro todo, mas o chuveiro era bom. Bem nos dias da nossa estadia deu uma chuva forte fazendo com que notássemos o quanto a janela não estava boa, entrou água e ficamos na função de secar e conter água, por um bom tempo para que não molhasse nossas coisas… Do tanto de água que entrava, tivemos que chamar os próprios para conferência, mas a anfitriã garantiu que iria arrumar após nossa estadia, espero mesmo que tenha o feito. O Wi-Fi não pegava bem no quarto e o sinal vivia caindo. A localização é boa, mas a portaria fica aberta o tempo todo e eles nem fazem perguntas você só entra, achei o prédio inseguro durante o dia."
NEGATIVO,POSITIVO,NEGATIVO,Rio de Janeiro,Piscina fica fechada na melhor parte da tarde p almoçarem. Sem lógica Escrito sugere academia - algo q mais queríamos - mas precisava pagar 🤷🏻‍♀️. Foi bem frustrante. Banheiro e pia entupiram bem devido a obra q havia ocorrido. Agradeço o atendimento e o que disse foi confirmado e aceito por mensagens enviadas para seus assistentes sobre tais questionamentos
NEGATIVO,NEGATIVO,NEGATIVO,Rio de Janeiro,"A localização do imóvel é um ponto positivo. Perto de todo tipo de comércio e das praias. Ele é pequeno como mostra nas fotos mas se o intuito é só usar pra dormir, vai acomodar duas pessoas tranquilamente. O sofá cama da sala estava quebrado e infelizmente tive problema com alguns insetos no apartamento - baratas - . Na primeira noite tivemos muito azar, o apartamento fica no segundo andar e alguem tocou a campainha do prédio e ficou esmurrando a parede a noite toda. O barulho era muito alto e parecia que era no próprio apartamento. Sei que não tem a ver com o proprietário mas considerando isso, saiba que qlqr campainha que tocar vc vai ouvir."
NEUTRO,POSITIVO,NEGATIVO,Rio de Janeiro,"A estadia foi boa, boa localização, porem o apto precisa de manutenção, sofa rasgado com fita crepe passando, chão da sala empoeirado e com areia, tive que passar vassoura, nao achei pà. Cozinha com manchas na parede de mofo, copos antigos e velhos, geladeira sem manutenção e coberta de gelo no congelador, e o final foi o banheiro com um buraco enorme no teto e goteira, coberto com plástico bolha."
NEGATIVO,POSITIVO,NEGATIVO,Rio de Janeiro,"O apto estava mau cheiro, a roupa de cama e toalhas de péssima qualidade, cama muito mais muito ruim, falta de produtos básicos de limpeza, equipamentos quebrados. Parece que o apto estava em obras e foi locado sem término da mesma, com os materiais deixados no local."
NEGATIVO,NEGATIVO,NEGATIVO,Rio de Janeiro,"A primeira semana no apartamento foi bem complicada. O apartamento estava infestado de baratas. Aparentemente eles já tinham sido avisados desse problema pelo inquilino anterior - segundo me explicou o contato da proprietária no Rio - mas eles pensaram que botar veneno seria suficiente - não dedetizaram o lugar. Resultado: foram dias entre eu avisar a proprietaria e a dedetizacão ser concluida, mais dias para a limpeza ser feita. Nesse meio tempo não consegui fazer nenhuma refeição em casa, o que me causou um prejuízo considerável. Se eles foram avisados pelo inquilino anterior, por que não dedetizar? E por que não verificar se o apartamento estava em condições para ser habitado antes de minha chegada? Esse foi um grande inconveniente, fora as informações desencontradas que me deram a proprietária e a pessoa que era seu link no Rio. De fato um tipo de propriedade que não condiz com minhas outras experiências com o Airbnb."
NEGATIVO,NEGATIVO,NEGATIVO,Rio de Janeiro,"Infelizmente, nossa experiência não foi positiva. O local não corresponde às fotos nem à descrição do anúncio. As acomodações deixaram a desejar, com um cheiro muito forte no ambiente e pouca qualidade na estrutura. Além disso, sentimos falta de privacidade durante a estadia, e a forma de interação do anfitrião nos causou desconforto. Não voltaria e não recomendaria Péssima experiência do Airbnb como plataforma também!"
NEGATIVO,NEGATIVO,NEGATIVO,Rio de Janeiro,"Minha pior estadia no Rio de Janeiro! Apartamento muito antigo, sem conforto, sem sequer um microondas, o Bebedouro é terrível! Chegamos no apartamento todo sujo, mandei ate fotos dos pés dos hóspedes de tão sujo que estava no primeiro dia. Móveis quebrados, rasgados e etc. Sem falar no tom que a hostel nos abordou em todos os momentos. Uma verdadeira decepção! ! ! Sem falar que reservamos o apto bem antecipado e dias antes ela queria cancelar…tivemos que incluir um amigo e dividir a diferença entre os demais."
NEUTRO,POSITIVO,NEGATIVO,Rio de Janeiro,"O apartamento é amplo, bem distribuído, a cama e as roupas de cama são boas, cozinha bem equipada. A conservação e a limpeza são ok. A localização ""real"" está a dois quarteirões do que marca no mapa, mesmo sabendo que o mapa é uma referência, pode ser um surpresa. Mesmo sendo algo que está além do controle da dona do apartamento, é necessário mencionar que o barulho é algo bem problemático. De quarta a domingo vai madrugada a dentro, atrapalha para dormir, ultrapassa muito o que é esperado mesmo para uma área movimentada como a Lapa."
NEUTRO,POSITIVO,NEGATIVO,Rio de Janeiro,"O apartamento é exatamente como na foto, acomoda bem até pessoas, o banheiro é limpo porém não tem ventilação nem a artificial e tem um vão entre o chão e a porta relativamente grande, um pouco desconfortável para quem viajar com mais pessoas, como eu. A Rosana responde rápido e deixou o checkinn flexível e disponibiliza roupas de cama e banho limpas. Único ponto é que cobrou pela conta de luz, não foi muito no nosso caso mas essa informação só foi passada após a confirmação da reserva e pagamento, acho que é válido colocar no anúncio para os próximos"
NEUTRO,NEUTRO,NEGATIVO,Rio de Janeiro,"Execelente locação, com tudo próximo e acessível, a comunicação no checkin deixou a desejar, tivemos que esperar por mais de min, para entrar no apartamento."
NEUTRO,POSITIVO,NEGATIVO,Rio de Janeiro,"O apartamento é bom, localização é ótima, pertinho da praia e do metrô. Porém deixou a desejar na limpeza, banheiro estava bem mau limpo quando chegamos. O colchão do quarto de casal não estava muito confortável. O apartamento inteiro com infestação de baratinhas."
NEUTRO,POSITIVO,NEGATIVO,Rio de Janeiro,"O lugar é ótimo, mas o bairro passava por falta de água e sem previsão de regularização. A anfitriã não nos comunicou o fato e fez com que a experiência fosse péssima, pois se soubéssemos não iríamos ficar no apartamento obviamente."
NEUTRO,NEGATIVO,NEGATIVO,Rio de Janeiro,"Fernando e Francisco muito acolhedores. Responderam as mensagens prontamente quando solicitados. Apesar do apartamento ser muito semelhante as fotos, é bem menor. As cortinas não possuem Black out e apesar de questionar sobre, Fernando me respondeu que não atrapalhava a claridade - o que é relativo. Pra mim qualquer feixe de luz atrapalha - . Outro detalhe é que o apto fica em uma ladeira enorme - pra mim é enorme, para o Fernando, como ele mesmo disse, não é - , o que prejudicaria muito minhas férias pois eu escolhi o Rio para ir com meu bebê e sobe e desce ladeira ou escada de carrinho, não teria a mesma atmosfera de Rio de Janeiro de sair na rua tranquilamente sem nenhuma dificuldade. Outro ponto negativo é que o apto tinha muito cheiro de mofo e não tem ar condicionado na sala de TV. Nos quartos possui porém não são split e sim aqueles antigos de parede. E outro ponto negativo é que não tem portaria h. De positivo : anfitrião solícito, localização muito boa - apesar da ladeira. Para casais sem filhos indo ao Rio é perfeito - e suíte ampla."
NEUTRO,NEGATIVO,NEGATIVO,Rio de Janeiro,"A acomodação era ok, fica bem próximo ao Rio Centro, tem alguns shoppings abertos com restaurantes e mercado próximos de Uber ou carro, se vc pensa em coisas a pé não é esse o propósito. Eu fui apenas para dormir e seguir viagem cedo. É bem igual as fotos, checkin fácil, porém o q me incomodou foi a sujeira, achei bem sujo e empoeirado, passei um papel no chão para secar um pouco de água q caiu e o papel ficou preto de sujeira. Roupa de cama e toalhas com cheiro de mal lavadas. O espaço em q fica o quarto fica em um hall fechado com outro apartamento. Logo quando vc destrava a porta principal sente um forte cheiro ruim. É um hall fechado sem ventilação, pequeno e o vizinho deixa um pilha de tênis e chinelos sujos bem na porta dele. O cheiro é muito forte é desagradável demais."
NEUTRO,NEUTRO,NEGATIVO,Rio de Janeiro,"Vou fazer essa avaliação com base na experiência de viagem e com algumas dicas. - Melhor: Localização. O local e extremamente bem localizado a beira mar. Nada melhor que dormir com o som das ondas e acordar com aquele marzão de frente a janela. - Pior: O barulho. O apartamento não tem uma acústica muito boa, então qualquer barulho incomoda. Para meu azar o prédio estava em obras - Dica: Entre em contato com o proprietário e verifica se tem obras previstas para o período da sua estadia. Se tiver repense - - O apartamento e exatamente como nas fotos. Então o dormitório é ótimo e o restante apenas razoável. Se for preparar suas refeições veja com o proprietário se é possível mais utensílios ou leve de casa. O banheiro também apenas razoável mas não incomodou tanto quanto a cozinha. - Dicas: Pesquise bem onde comer achei variações de mais % andando apenas m para dentro do bairro. Valeu a pena? Só dei pq não existe , . Para mim valeu muito a pena. Se não fosse o barulho."
NEGATIVO,NEUTRO,NEGATIVO,Rio de Janeiro,"Olá, a rua possui um bar h e o apartamento fica no pé da favela. Rua muitoo barulhenta. A televisão não funcionava todos os canais e para assistir um canal, precisaria ter uma conta na plataforma específica."
NEUTRO,POSITIVO,NEGATIVO,Rio de Janeiro,"Eu trabalho no Rio e reservo os espaços basicamente para dormir, trabalhar em home office e tomar banho. Acredito que pequenas melhorias fariam com que a experiência melhorasse muito como uma roupa de cama de qualidade e toalhas superiores, as disponíveis eram muito finas. Muito mesmo…. O banheiro é pequeno e pessoas altas e acima do peso com certeza não terão uma boa experiência. O ar condicionado seria uma ótima adição ao apartamento apesar dos ventiladores funcionarem. O apartamento estava bem limpo, mas encontrei umas baratinhas na geladeira durante a estadia. A localização é boa no centro perto do metrô central e o deslocamento é muito tranquilo. Lucas foi extremamente atencioso respondia rápido e se mostrou preocupado com a minha estadia."
NEGATIVO,NEGATIVO,NEGATIVO,Rio de Janeiro,"A Andreia e sua mãe foram super atenciosa no check-in , mas infelizmente o apartamento não está estruturado para hospedar hóspedes, - no máximo - . O sofá cama que fica na sala de péssima qualidade sem condições de dormir. - tivemos q comprar um colchão de espuma - . Os colchões infláveis muito ruim de dormir nao proporciona uma boa noite de sono. obs: muitos vazamentos nos banheiros . . ."
NEUTRO,POSITIVO,NEGATIVO,Rio de Janeiro,"O quarto em si estava limpo e conforme as fotos. O que mais nos encomodou foi o condomínio, pois assim que chegamos sentimos um cheiro de lixo horrível na recepção, o condominio em si é mal cuidado e não é tão limpo!"
NEUTRO,POSITIVO,NEGATIVO,Rio de Janeiro,"Espaço muito bom. Má comunicação com o proprietário. Na saída, embora tenhamos limpo, cozinhas e WCs, enviou mensagem a dizer que a casa estava suja. Muito desagradável."
NEGATIVO,POSITIVO,NEGATIVO,Rio de Janeiro,"Apartamento antigo e a localização não é segura - Uber e Taxi se recusava a pegar corrida - , o terceiro quarto é na sala, poucas toalhas, tanque entupido, máquina de lavar estragada, ar condicionado na sala não gela, ar condicionado do segundo quarto fica na janela e faz um barulho horrível e o ar condicionado do quarto principal não gela e o barulho é horrível. Os pisos do corredor estão soltos."
NEUTRO,POSITIVO,NEUTRO,Lisboa,"Correu tudo bem. Inclusive o facto de ter tido problemas na minha viagem não influênciou o check in. Apenas um senão, a embalagem de shampoo e gel de banho estava vazia."
POSITIVO,POSITIVO,NEUTRO,Lisboa,Espaço conforme o descrito. obrigado
NEGATIVO,NEGATIVO,NEUTRO,Lisboa,"Para a minha surpresa, na primeira noite, fui picada por percevejos. Relatei a ocorrência à anfitriã, que banalizou a situação, sugerindo serem apenas picadas de mosquito ou alergia. Após cinco noites difíceis e mais de picadas, consultei uma dermatologista, que confirmou serem picadas de bedbugs - percevejos - . A anfitriã se mostrou reticente à gravidade do quadro, achando que resolveria passando uma aspirador de pó e trocando a roupa de cama, o que não funcionou. Após contatar o airbnb, foi possível cancelar a reservar e ir para um local seguro. Entretanto, a péssima experiência durante a minha estadia e as picadas no meu corpo ainda permanecem."
POSITIVO,POSITIVO,NEUTRO,Lisboa,"Como prometido, voltámos uma segunda vez! E mais uma vez, acima das expectativas! Voltaremos uma terceira vez, com certeza! 🔝🔝🔝"
POSITIVO,NEGATIVO,NEUTRO,Lisboa,"estrelas, mais uma vez! Sem dúvida para repetir."
NEUTRO,POSITIVO,NEUTRO,Lisboa,"Estivemos hospedados em outubro e gostamos muito do apartamento, porem a localização é algo a levar em consideração por se tratar de um bairro um pouco afastado e segundo moradores um pouco perigoso no período da noite. O imovel fica realmente proximo do metro porem não recomendo fazer o trajeto a pé com malas, é muito cansativo."
NEUTRO,POSITIVO,NEUTRO,Lisboa,O espaço é tranquilo e tem todas as comodidades para passar um bom tempo. Porém o espaço exterior ainda está acabado e não tem a apresentação desejada.
NEUTRO,POSITIVO,NEUTRO,Lisboa,"O ambiente é muito agradável. Existe um estacionamento logo atrás do prédio. O maior inconveniente é que o apartamento está no quarto andar e pessoas com mobilidade reduzida terão enormes dificuldades, o que deveria estar contido no anúncio."
NEUTRO,NEGATIVO,NEUTRO,Lisboa,Nice Terrasse
NEUTRO,POSITIVO,NEUTRO,Lisboa,Obrigado
POSITIVO,NEGATIVO,NEUTRO,Lisboa,"Etxea oso ondo dago, oso zabala eta argi asko du. Oso gomendagarria."
NEUTRO,POSITIVO,NEUTRO,Lisboa,Tivemos problema com horário na entrada pois não estava pronto no horário combinado. Mas ficou tudo resolvido depois.
NEUTRO,POSITIVO,NEUTRO,Lisboa,Obrigado
NEUTRO,NEGATIVO,NEUTRO,Lisboa,"A ANA PAULA É UMA EXCELENTE ANFITRIÃ, SEMPRE A DISPOSIÇÃO PARA AJUDAR EM TUDO QUE SE FAZIA NECESSÁRIO. COM CERTEZA QUEM SE HOSPEDAR COM ELA VAI FICAR MUITO SATISFEITO. PARABÉNS E QUE OUTROS SIGAM SEU EXEMPLO."
POSITIVO,POSITIVO,NEUTRO,Lisboa,Gostamos muito de ficar alojados neste espaço. Pena ter sido só uma noite… Mas regressaremos! Muito obrigado!
POSITIVO,POSITIVO,NEUTRO,Lisboa,Cumpriu com o prometido.
NEUTRO,NEUTRO,NEUTRO,Lisboa,pelo serviço.
NEGATIVO,NEGATIVO,NEUTRO,Lisboa,"A comunicação com o auxiliar do anfitrião foi boa, mas com este último não foi perfeita. O auxiliar sim, desde que cheguei a Lisboa."
NEUTRO,POSITIVO,NEUTRO,Lisboa,"O apartamento é grande e está equipado com tudo o que é necessário. Estivemos apenas por uma noite, mas acredito que seja óptimo até para estadias mais longas e em grupos ou família, uma vez que tem espaço exterior. Atenção que estacionar nas redondezas não é fácil, principalmente ao final do dia!"
NEGATIVO,NEGATIVO,NEUTRO,Lisboa,"bom, so tenho a apontar o calor do quarto."
POSITIVO,NEGATIVO,NEUTRO,Lisboa,Todo ha sido Perfecto
POSITIVO,NEGATIVO,NEUTRO,Lisboa,"Nunca pensei. . . mas tudo junto, preço, localização, apartamento, etc. . . estrelas! !"
NEUTRO,POSITIVO,NEUTRO,Lisboa,Obrigado Carla
POSITIVO,NEGATIVO,NEUTRO,Lisboa,Estupendo
NEUTRO,POSITIVO,NEUTRO,Lisboa,"Vantagens do apartamento incluem a sua localização privilegiada, próxima ao metro, restaurantes e bares, além da conveniência de poder chegar ao centro a pé facilmente. O bairro é tranquilo, com uma lavandaria nas proximidades, camas confortáveis, cozinha equipada e uma boa conexão à internet. Por outro lado, há alguns pontos a considerar: a água do chuveiro costuma estar fria, mesmo para o primeiro banho do dia. Se não se importar com banhos frios, isso não será um problema. Além disso, o anúncio mencionava a presença de uma secadora, no entanto, não estava disponível."
POSITIVO,POSITIVO,NEUTRO,Lisboa,"Se você quiser visitar Lisboa, esse apartamento seria o melhor. Obrigado João!"
POSITIVO,NEGATIVO,NEUTRO,Lisboa,"Tudo ok, melhor escolha possível"
NEUTRO,NEGATIVO,NEUTRO,Lisboa,"O host é acessível e flexível com os horários. O espaço estava extremamente limpo e cumpria com o pretendido. A localização é excelente, bem no centro de Lisboa, a minutos a pé do Marquês e com metro de Picoas ao lado. No entanto, o prédio é antigo e o elevador está em más condições. Situado no sétimo andar, é difícil não utilizar o elevador para chegar ao quarto. No entanto, durante a nossa estadia, o elevador encravou uma vez, o que tornou a experiência desagradável. Aparte isso, nada a apontar."
NEUTRO,POSITIVO,NEUTRO,Lisboa,"O apartamento é limpo e bem localizado. Tem uma ótima vista conforme fotos do anúncio. Tem dois banheiros mas os chuveiros não podem ser utilizados ao mesmo tempo, o que foi ruim para uma família de pessoas, como nós. Uma pena! ☹️"
POSITIVO,POSITIVO,NEUTRO,Lisboa,Tudo o previsto no anuncio do Airbnb
NEGATIVO,NEGATIVO,NEUTRO,Lisboa,"Fiquei dias em Lisboa e aluguei um imóvel situado na RUA DO CARVALHÃO, NO BAIRRO DE CAMPOLIDE que pelas fotos do site parecia estar em ótimo estado. Ao chegar no local, o cheiro de mofo era muito forte, muitas paredes com infiltração, após as chuvas o apartamento inteiro ficou com cheiro de retorno de ralo. Sou alérgica e passei bastante mal no imóvel. Ao contactar o Cristovão e solicitar um desumificador para o ambiente pois não conseguiria ficar no local sem esse aparelho, prontamente fui atendida. Apesar do aparelho só chegar no final do dia seguinte depois de mensagens trocadas ao longo do dia. Ainda assim, não foi suficiente o aparelho, pois deviso as condições do imóvel, em horas o aparelho drenava muita umidade e precisava ficar esvaziando o tempo todo desumificador. Após por dois dias com cheiro de mofo e de podre pela casa, pelo retorno do ralo, solicitei reembolso do valor pois não seguiria no apartamento nas condições que me encontrava. Estava a trabalho no país e precisava de um local adequado e em condições de salubridade. Outro detalhe é que para dias de estadia havia apenas um conjunto de toalha, um edredon e o local era muito frio. O aquecimento não deu conta e tive que comprar uma manta para permanecer no local. Após dias de péssimas condições de estadia e depois de inúmeras mensagens trocadas com Cristovão e Marta, fui encaminhada a um novo imóvel sem custo, em substituição ao que eu estava. O local que fui encaminhada era mais distante do local que estava a trabalho, o que gerou aumento dos meus custos e orçamento previsto, mas não tive outra escolha. No novo imóvel havia uma parede com uma grande infiltração e essa é a única queixa que tenho do local, pois estava em excelente estado - RUA DO CURA - SANTOS - . Não havia cheiro de mofo, aquecimento deu conta, o imóvel não era tão úmido e frio. Local silencioso e decoração agradável. Cristovão estava pontualmente na hora do check in e passou orientações em relação ao novo imóvel. Apesar de todo o desgaste e problemas inciais, as minhas solicitações foram atendidas e após a mudança não houve mais problemas. No entanto, desaconselho absolutamente a locação do imóvel de CAMPOLIDE. Mas voltando a Lisboa, ficaria tranquilamente no imóvel situado em SANTOS."
NEUTRO,POSITIVO,NEUTRO,Lisboa,"O apartamento atendeu às nossas expectativas. Contudo, alguns itens necessitam de uma melhor manutenção."
POSITIVO,POSITIVO,NEUTRO,Lisboa,Volveremos con gusto.
NEUTRO,NEUTRO,NEUTRO,Lisboa,"Não sei quanto aos outros quartos mas, o meu era pequenino, acolhedor mas pequeno, não foi um problema porque tinha tudo o que precisava la."
NEUTRO,POSITIVO,NEUTRO,Lisboa,"Isabel foi extremamente atenciosa, buscou-me no aeroporto conforme prometeu. Sua residência é agradável, limpa e organizada, tenho q ser franca, porém sobre o local e acesso de seu apartamento, q , a mim, não foi satisfatório, digo isso, pois como estava sozinha não me sentia segura em chegar à noitedepois de escuro , pois era muito deserto. Costumo viajar sozinha assim prezo muito a parte da tranquilidade em ir e vir. No mais tudo ocorreu bem. Muito obrigada Izabel !"
POSITIVO,POSITIVO,NEUTRO,Lisboa,Voltaremos em breve se assim conseguirmos
NEUTRO,POSITIVO,NEUTRO,Lisboa,Correu tudo como esperado.
NEUTRO,NEGATIVO,NEUTRO,Lisboa,volver à casa
NEUTRO,NEGATIVO,NEUTRO,Lisboa,"O espaço é simpático no entanto a comunicação atitude e desconfiança dos proprietários deixaram muito a desejar. Alugo via AirbnB há anos, nunca me tinha acontecido nada do género!"
NEUTRO,POSITIVO,NEUTRO,Lisboa,Nada a acrescentar.
NEUTRO,POSITIVO,NEUTRO,Lisboa,"A estadia foi boa, conforme o planejado. Gostaria de ressaltar que, por ser inicio do inverno, achei a acomodação fria e também que o acesso ao apartamento tem alguns lances de escada, o que deve ser ruim para pessoas com dificuldades de locomoção ou com malas grandes."
NEUTRO,NEUTRO,NEUTRO,Lisboa,"sou vous dar um conselho, poderiao deichar ou menos uma garrafa de agua um sumo mesmo garrafas pequenas , algumas capsules de café visto que ja existe uma maquina, dois pacotinhos de cha so para os primeiro dias e sinal de bem vindas."
NEUTRO,POSITIVO,NEUTRO,Lisboa,Apenas pernoitei no local. Não tenho como fazer uma avaliação. O serviço entregue é compatível com o anúncio.
NEUTRO,POSITIVO,NEUTRO,Lisboa,"O apartamento estava limpo e organizado, e foi tranquilo no geral. No entanto, deixo aqui algumas observações construtivas que talvez possam ajudar a melhorar a experiência de futuros hóspedes. Pelo valor cobrado na diária e pela qualidade que o apartamento aparenta ter, seria de esperar que estivesse equipado com ar-condicionado ou pelo menos aquecimento, especialmente em épocas mais frias ou quentes. Na casa de banho, o suporte do chuveiro está bastante desgastado e não segura bem — seria importante rever essa parte para maior conforto e segurança. Além disso, para uma estadia de três noites - quatro dias - , apenas uma toalha de banho não foi suficiente. Seria interessante disponibilizar mais toalhas, considerando o tipo de apartamento e o preço da diária. No mais, agradeço pela atenção"
POSITIVO,NEGATIVO,NEUTRO,Lisboa,Tudo conforme anunciado.
NEUTRO,NEUTRO,NEUTRO,Lisboa,"O local de Rafael é de fato espaçoso e com uma ótima localização, perto do metrô e de fácil acesso a pontos turísticos de Lisboa, o único apontamento fica para o colchão da cama que não é tão confortável."
NEUTRO,NEGATIVO,NEUTRO,Lisboa,"No geral , posso considerar a nossa estadia , soft . Porém, o barulho geral durante a madrugada e das lojas/cafés em baixo do prédio, com pessoas a falar acabou por ser importuno para descansar . Lembrar também que está localizado no centro entre a estação e os quatro caminhos - pra quem conhece - . A casa em si estava limpa e organizada. Só houve uma situação mais delicada que fomos informados pelo Airbnb que o proprietário e os seus vizinhos estavam a ser encomudados por nós por estarmos aos gritos & com música alta quando nunca aconteceu. Na verdade foram as pessoas do prédio ou casa ao lado que deram uma festa nesse mesmo dia. Após ter deixado mensagem ao proprietário sobre o mesmo, nunca ouve resposta da sua parte. Enfim, super normal quando já nos encontrávamos numa localização barulhenta. Muita atenção a esta “pequeno” detalhe porque se for para descanso, pode se tornar um problema."
NEUTRO,POSITIVO,NEUTRO,Lisboa,Mesmo no coração do Bairro Alto
NEUTRO,POSITIVO,NEUTRO,Lisboa,"O apartamento é muito bem localizado, tem tudo o que precisamos, estava tudo limpo e organizado, porém é um pouco quente, nos hospedamos no verão e o ar condicionado não é o suficiente para o quarto todo, também não há janelas. Tirando isso foi uma ótima experiência."
NEUTRO,POSITIVO,NEUTRO,Lisboa,"Gostamos da nossa estadia, o loft está muito bem pensado, o único ponto menos positivo é o colchão da cama que não achamos confortável."
NEUTRO,NEGATIVO,NEUTRO,Rio de Janeiro,"Pros: Localizacao perfeita, pertissimo da praia, de restaurantes e supermercados, porteiros sempre a desposicao e muito solicitos, garagem segura e coberta - mas fiquem atento pois ela e feita para carros menores, nos alugamos um Jeep e quase nao passamos, pickups ou carros mais altos e compridos entao nem pensar - , lugar limpo, predio tem pscina porem nos nem usamos pois fomos a praia todos os dias logo nao posso opinar sobre a mesma. Cons: Eu colocaria a disposicao mais alguns plugs de tomada para aqueles que nao moram no brasil ou tem aparelhos do exterior que nao usam o novo padrao de tomada - eu acabei tendo que comprar plugs por $ cada - , o ar condicionado se encontra somente no quarto logo quando estiver na sala vendo TV nao podera usufruir do mesmo que por sinal poderia fazer menos barulho, o colchao da cama de casal poderia ser mais confortavel tambem. No geral a experiencia foi positiva!"
NEUTRO,NEGATIVO,NEUTRO,Rio de Janeiro,Foi uma boa estádia.
POSITIVO,POSITIVO,NEUTRO,Rio de Janeiro,Foi tudo estrelas
POSITIVO,NEGATIVO,NEUTRO,Rio de Janeiro,Não poderia ter sido melhor. Anfitriã nota .
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"Olha, achei que em relação a custo-benefício, principalmente no Rio, o local está ok. Porém, sendo bem sincero, não é muito o meu perfil de hospedagem."
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"Não tenho o que reclamar da atenção, proatividade, localização e limpeza. Única coisa que deixou a desejar foi o ar condicionado, que infelizmente não estava funcionando corretamente, estava desarmando toda hora e parava de gelar. Mas a dona foi extremamente correta em resolver a situação"
NEGATIVO,NEGATIVO,NEUTRO,Rio de Janeiro,"Não fiquei no apartamento que aluguei, um dia antes da viagem a Cláudia me mandou mensagem dizendo que alugou para mim e outra pessoa no mesmo dia e para não me deixar na mão passou meu contato para o primo dela, Breno, que aluga também pelo Airbnb para eu ficar em um dos apartamentos dele. Isso me causou um stress pois poderia me avisar antes me dando a oportunidade de cancelar e ver outras opções, mas com um dia de antecedência não tive opção nenhuma além de confiar que não era um golpe ou algo do tipo. Não tive contato com a Cláudia e nem com o Breno fora do wpp, quem me atendeu pessoalmente foi uma moça chamada Eduarda. Chegando lá deu tudo certo, o apartamento era bem equipado, bem localizado, tinha uma vista para o mar, não tivemos grandes problemas o que mais incomodou foi que o apartamento ficava no ⁰ andar e o elevador quebrou no segundo dia e tivemos que usar as escadas a partir do ⁰ andar. De resto deu tudo certo e passamos uma boa estadia."
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"Localização do apartamento é muito boa. O espaço é perfeito para pessoas, com bastante conforto e também é bem equipado. Dois problemas pontuais são a descarga que entope com frequência, e o segundo é que existe um foco de filhotes de barata no imóvel. Principalmente nos móveis da cozinha e no banheiro. Nenhum dos dois afetou diretamente nossa estadia de uma forma negativa, apenas um alerta para aqueles que estão pensando em se hospedar."
POSITIVO,NEGATIVO,NEUTRO,Rio de Janeiro,Já quero voltar mais vezes
POSITIVO,POSITIVO,NEUTRO,Rio de Janeiro,O lugar não poderia ser melhor
